"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL578692";"";"0";"407.52";"0";"3.17";"GNF-Pf-2157";"CC(C)CNc1nc(NCCCn2ccnc2)ncc1C(=O)NCc1ccccc1";"IFI";"'='";"1.942";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL532267";"";"0";"231.34";"0";"3.13";"GNF-Pf-2164";"CCNC(=O)/C=C/c1ccc(C(C)(C)C)cc1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL588574";"";"0";"571.59";"2";"8.09";"GNF-Pf-1515";"CCCCCCc1ccc(C(=O)N(CC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(Cl)c(Cl)c2)C(C)C)cc1";"IFI";"'='";"1.905";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL599904";"";"0";"334.68";"0";"4.51";"GNF-Pf-1523";"O=C1c2ccccc2-c2nc3c(Cl)cc(C(F)(F)F)cc3nc21";"IFI";"'='";"6.364";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL579662";"";"0";"278.40";"0";"3.38";"GNF-Pf-1545";"N=c1c2c(n(Cc3ccccc3)c3c1CCC3)CCCC2";"IFI";"'='";"7.692";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL579720";"";"0";"179.61";"0";"1.87";"GNF-Pf-1546";"Nc1nc(Cl)nc2ccccc12";"IFI";"'='";"0.625";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL196573";"";"0";"430.55";"0";"4.35";"GNF-Pf-1550";"CCN1CCN(c2cc(C)c3cc(NC(=O)/C=C/c4ccc(OC)cc4)ccc3n2)CC1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL1197554";"";"0";"245.29";"0";"1.30";"GNF-Pf-1566";"C/N=C(\N)Nc1nc(C)c2cc(OC)ccc2n1";"IFI";"'='";"3.623";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL576400";"";"0";"342.91";"0";"4.18";"GNF-Pf-1567";"Clc1ccc(CCNC2CCN(CCc3ccccc3)CC2)cc1";"IFI";"'='";"1.575";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL599905";"";"0";"272.14";"0";"1.66";"GNF-Pf-1572";"Clc1cc(C=NNC2=NCCCN2)cc(Cl)n1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577235";"";"0";"421.52";"0";"1.74";"GNF-Pf-1579";"CCN1CCN(C(=O)CS(=O)(=O)Cc2nc(-c3cccc(OC)c3)oc2C)CC1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL274986";"";"0";"199.26";"0";"2.59";"GNF-Pf-1583";"Nc1ccc(Nc2ccc(N)cc2)cc1";"IFI";"'='";"3.937";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL587611";"";"0";"328.40";"0";"4.70";"GNF-Pf-1585";"Fc1ccc2nc(Nc3nc(-c4ccccn4)cs3)sc2c1";"IFI";"'='";"17.65";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL576615";"";"0";"394.28";"0";"4.24";"GNF-Pf-1586";"O=C(CC1SC(=Nc2ccccc2)NC1=O)Nc1cc(Cl)ccc1Cl";"IFI";"'='";"3.448";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL578870";"";"0";"402.41";"0";"3.98";"GNF-Pf-2520";"COc1ccc(NC(=O)c2cnn(-c3ccccc3)c2NC(=O)c2ccco2)cc1";"IFI";"'='";"1.176";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL578900";"";"0";"455.58";"1";"5.09";"GNF-Pf-2540";"CCCCN1C(=O)NC(c2ccc(NC(=O)c3cccs3)cc2)C(C(=O)OC(C)C)=C1C";"IFI";"'='";"6.41";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL602391";"";"0";"475.61";"1";"5.71";"GNF-Pf-2544";"CCCCCn1c(SCc2ccc(C)cc2)nc2cc(C(=O)NCc3ccco3)ccc2c1=O";"IFI";"'='";"2.381";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL388886";"";"0";"225.25";"0";"2.69";"GNF-Pf-2549";"COc1ccc2[nH]c3ccccc3c(=O)c2c1";"IFI";"'='";"4.444";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL529675";"";"0";"275.17";"0";"3.44";"GNF-Pf-2554";"C[n+]1ccc(/C=C/c2ccc(Br)cc2)cc1";"IFI";"'='";"5.455";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL585200";"";"0";"528.62";"1";"4.56";"GNF-Pf-2558";"O=C(Nc1ccc(C2=NCCN2)cc1)c1ccc(-c2ccc(C(=O)Nc3ccc(C4=NCCN4)cc3)cc2)cc1";"IFI";"'='";"4.396";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL578078";"";"0";"492.58";"0";"4.95";"GNF-Pf-2563";"Cc1ccc(-c2nnc(Nc3ccc(F)cc3)c3ccccc23)cc1S(=O)(=O)NCC1CCCO1";"IFI";"'='";"6.061";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL578728";"";"0";"494.71";"0";"4.71";"GNF-Pf-2576";"CCc1ccc2[nH]c(=O)c(CN(Cc3ccc(OC)cc3)C(=S)NCCCN(CC)CC)cc2c1";"IFI";"'='";"8.271";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL578636";"";"0";"247.68";"0";"3.30";"GNF-Pf-2588";"O=C(Nc1ccccc1O)c1ccc(Cl)cc1";"IFI";"'='";"5.128";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL580095";"";"0";"466.65";"0";"4.78";"GNF-Pf-1787";"CCN(CC)CCCN(Cc1cc2cc(OC)ccc2[nH]c1=O)C(=S)Nc1ccc(C)cc1";"IFI";"'='";"5.405";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577664";"";"0";"361.53";"0";"1.79";"GNF-Pf-1820";"CCN(CC)CCN(C)C1CCc2c(c(C(=O)N3CCCC3)nn2C)C1";"IFI";"'='";"1.099";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL579168";"";"0";"251.33";"0";"4.57";"GNF-Pf-1827";"CCCCOc1c2ccccc2nc2ccccc12";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL601595";"";"0";"342.42";"0";"4.17";"GNF-Pf-1620";"Cc1sc2c(c1C)CN(Cc1ccco1)CN2C(=O)c1ccco1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577220";"";"0";"415.58";"1";"5.96";"GNF-Pf-1628";"CC(C)NC(=O)c1ccc2c(c1)N=C(/C=C/c1ccccc1)N(CC1CCCCC1)C2";"IFI";"'='";"6.173";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577008";"";"0";"404.54";"0";"2.15";"GNF-Pf-1632";"CCCCNC(=O)CCCNC(=O)Cn1cnc2sc3c(c2c1=O)CCCC3";"IFI";"'='";"3.529";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL601984";"";"0";"500.60";"1";"3.13";"GNF-Pf-1634";"Cc1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(Cc2cccnc2)C4C(=O)NC2CCCCC2)cc1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL576619";"";"0";"410.47";"0";"3.05";"GNF-Pf-1655";"COc1ccc(C2SCCN2S(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1OC";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL588467";"";"0";"301.77";"0";"4.33";"GNF-Pf-1668";"COc1ccc(C(=NO)C2CC2c2ccc(Cl)cc2)cc1";"IFI";"'='";"1.351";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL582444";"";"0";"337.57";"1";"5.56";"GNF-Pf-1681";"CCCCCCCCN[C@@H](C)[C@@H](O)c1ccc(SC(C)C)cc1";"IFI";"'='";"1.351";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL602808";"";"0";"397.95";"0";"4.94";"GNF-Pf-1683";"CN(C)CC(C)(C)CNCc1cc(-c2ccnc3cc(Cl)ccc23)ccc1O";"IFI";"'='";"4.425";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL533491";"";"0";"750.50";"2";"11.47";"GNF-Pf-1704";"Brc1ccc(C=Nc2ccc(-c3nc4cc(-c5ccc6[nH]c(-c7ccc(N=Cc8ccc(Br)cc8)cc7)nc6c5)ccc4[nH]3)cc2)cc1";"IFI";"'='";"23.08";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577225";"";"0";"456.59";"0";"4.22";"GNF-Pf-1709";"CCN(CC)CCN(Cc1cc2cc(OC)ccc2[nH]c1=O)C(=S)Nc1ccc(F)cc1";"IFI";"'='";"3.67";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL576402";"";"0";"389.97";"1";"5.66";"GNF-Pf-1711";"CC(CC(=O)NCCCCNc1ccnc2cc(Cl)ccc12)CC(C)(C)C";"IFI";"'='";"3.738";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL578958";"";"0";"400.98";"1";"6.93";"GNF-Pf-1716";"C=CCSc1nc(Sc2ccc(Cl)cc2)c2sc3ccccc3c2n1";"IFI";"'='";"1.333";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL600106";"";"0";"362.24";"0";"3.40";"GNF-Pf-1718";"CCOCc1nnc(NC(=O)COc2ccc(Cl)cc2Cl)s1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
